dia,week_day,mes,Horacerr,mun,calle,cruce,Colonia,tipo_acc,causa,tipo_auto,sexo,edad,marca_mal,marca_bien,submarca,modelo,ruta,cinturon,alcohol,monto,herido,Consec,conse_g,conse_m,conse_sem,Id,x,y,_merge,lat,long,,,,,
11,sabado,mayo,20:01 A 22:00,zapopan,VALLARTA AV,LOPEZ COTILLA COL JOCOTAN,COL JOCOTAN,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,FORD,FORD,SUPER DUTY,2008,,2,,,,1284,1288,1404,17819,729,662550.3427,2287857.028,matched (3),,,,,,,
19,sabado,enero,16:01 A 18:00,zapopan,ABEDULES AV,MEXICO AV,COL JUAN MANUEL VALLARTA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,20 A 29,NISSAN,NISSAN,TSURU,1999,,2,,,,2040,2051,2192,2190,730,666093.5,2287319.249,matched (3),,,,,,,
22,martes,enero,18:01 A 20:00,zapopan,INGLATERRA AV,CAPRICORNIO,COL JUAN MANUEL VALLARTA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,60 A 69,NISSAN,NISSAN,X-TERRA,2001,,2,,,,2412,2428,2560,2558,731,665548.8276,2287420.154,matched (3),,,,,,,
29,martes,enero,08:01 A 10:00,zapopan,ABEDULES AV,MEXICO AV,COL JUAN MANUEL VALLARTA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,femenino,20 A 29,NISSAN,NISSAN,ESTACAS,2015,,2,,,,3275,3292,3420,3418,732,666093.4887,2287320.403,matched (3),,,,,,,
13,miercoles,marzo,08:01 A 10:00,zapopan,PAULINO NAVARRO COL SEATTLE,TOMAS V GOMEZ COL LA AURORA,COL LA AURORA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,60 A 69,NISSAN,NISSAN,MARCH,2013,,,,,,1416,1411,1554,10043,733,669162.3331,2292347.471,matched (3),,,,,,,
28,martes,mayo,16:01 A 18:00,zapopan,ING PASTOR ROUAIX,PAULINO NAVARRO COL SEATTLE,COL LA AURORA,CHOQUE,SIN ELEMENTOS,TAXI,masculino,30 A 39,NISSAN,NISSAN,TSURU,1995,N.D.,1,,,,3557,3525,3615,20031,734,669295.9146,2292345.348,matched (3),,,,,,,
18,viernes,enero,16:01 A 18:00,zapopan,LA CALMA AV,TORO,COL LA CALMA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,DODGE,DODGE,CHASIS,1997,,1,,,,1871,1882,2030,2028,735,665420.7493,2282456.056,matched (3),,,,,,,
22,martes,enero,12:01 A 14:00,zapopan,LOPEZ MATEOS AV,PEGASO,COL LA CALMA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,30 A 39,FORD,FORD,RANGER,1997,,1,,,,2427,2443,2575,2573,736,665428.0637,2282804.584,matched (3),,,,,,,
2,sabado,febrero,10:01 A 12:00,zapopan,LOPEZ MATEOS AV,PLEYADES,COL LA CALMA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,V.W.,VOLKSWAGEN,JETTA,1988,,1,,,,,207,363,4379,737,665475.451,2282891.361,matched (3),,,,,,,
2,sabado,febrero,22:01 A 24:00,zapopan,LOPEZ MATEOS AV,ANDROMEDA,COL LA CALMA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,20 A 29,NISSAN,NISSAN,VERSA,2014,,2,,,,,360,519,4535,738,665653.8104,2283176.553,matched (3),,,,,,,
3,domingo,febrero,02:01 A 04:00,zapopan,LA CALMA AV,ESCORPION,COL LA CALMA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,40 A 49,CHEVROLET,CHEVROLET,COUTLAS SEDAN,1994,,1,,,,,372,531,4547,739,665091.8615,2282656.38,matched (3),,,,,,,
12,martes,febrero,12:01 A 14:00,zapopan,PEGASO,VIRGEN,COL LA CALMA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,30 A 39,NISSAN,NISSAN,PICK UP,2014,,2,,,,,1662,1814,5830,740,665305.1406,2282879.042,matched (3),,,,,,,
13,miercoles,febrero,00:01 A 02:00,zapopan,LA CALMA AV,OSA MAYOR,COL LA CALMA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,femenino,20 A 29,NISSAN,NISSAN,PI9CK UP,1992,,2,,,,,1958,2113,6129,741,664884.7683,2282788.629,matched (3),,,,,,,
24,domingo,febrero,12:01 A 14:00,zapopan,LA CALMA AV,ESCORPION,COL LA CALMA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,DODGE,DODGE,ATTITUDE,1990,,2,,,muerto,,3594,3736,7752,742,665083.4532,2282639.248,matched (3),,,,,,,
25,lunes,febrero,12:01 A 14:00,zapopan,CARNERO,GALILEO GALILEI,COL LA CALMA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,N.D,N.D,G. MOTORS,GENERAL MOTORS,PICK UP,1990,,2,,,,,3795,3938,7954,743,664124.3881,2281669.251,matched (3),,,,,,,
13,miercoles,marzo,16:01 A 18:00,zapopan,LOPEZ MATEOS AV,LA CALMA AV,COL LA CALMA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,N.D,N.D,NISSAN,NISSAN,CHASIS,2013,,,,,,1408,1403,1546,10035,744,665267.5323,2282558.991,matched (3),,,,,,,
17,domingo,marzo,04:01 A 06:00,zapopan,CANGREJO,ORION,COL LA CALMA,CHOQUE,SIN ELEMENTOS,CAMION DE CARGA,masculino,20 A 29,MERCEDES BENZ,MERCEDES-BENZ,CELDILLAS,1993,,,,,,2036,2037,2165,10654,745,665248.6745,2282294.531,matched (3),,,,,,,
22,viernes,marzo,22:01 A 24:00,zapopan,LA CALMA AV,TORO,COL LA CALMA,CHOQUE,SIN ELEMENTOS,MOTOCICLETA,masculino,20 A 29,HONDA,HONDA,150 CC,2019,,,,,,2768,2776,2886,11375,746,665420.7493,2282456.056,matched (3),,,,,,,
6,lunes,mayo,14:01 A 16:00,zapopan,LA CALMA AV,LOPEZ MATEOS AV,COL LA CALMA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,NISSAN,NISSAN,TSURU,1997,,1,,,,598,599,719,17134,747,665263.2659,2282556.818,matched (3),,,,,,,
31,viernes,mayo,18:01 A 20:00,zapopan,LA CALMA AV,LOPEZ MATEOS AV,COL LA CALMA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,30 A 39,V.W.,VOLKSWAGEN,COMBI,1990,,1,,,,4159,4132,4222,20637,748,665254.837,2282541.817,matched (3),,,,,,,
7,jueves,febrero,10:01 A 12:00,zapopan,DEL SERVIDOR PUBLICO CALZ,JESUS AV,COL LA CASITAS,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,KIA,KIA,RIO,2018,,2,,,,,924,1082,5098,749,663396.628,2293790.006,matched (3),,,,,,,
1,viernes,febrero,20:01 A 22:00,zapopan,DEL SERVIDOR PUBLICO CALZ,JUAN PALOMAR Y ARIAS AV,COL LA CEIBA,CONTRA OBJETO FIJO,SIN ELEMENTOS,SIN DATOS,N.D,N.D,SIN DATOS,N.D.,SIN DATOS,N.D.,,,,,,,2,161,4177,750,,,master only (1),,,,,,,
1,viernes,febrero,20:01 A 22:00,zapopan,DEL SERVIDOR PUBLICO CALZ,JUAN PALOMAR Y ARIAS AV,COL LA CEIBA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,N.D,N.D,HONDA,HONDA,HRV,2017,,2,,,,,131,291,4307,751,,,master only (1),,,,,,,
13,miercoles,marzo,16:01 A 18:00,zapopan,PERIFERICO,JUAN PALOMAR Y ARIAS AV,COL LA CEIBA,CHOQUE,SIN ELEMENTOS,CAMION DE CARGA,masculino,20 A 29,INTL,INTERNATIONAL,CHASIS,2015,,,,,,1432,1427,1570,10059,752,663952.1452,2291742.125,matched (3),,,,,,,
20,miercoles,marzo,10:01 A 12:00,zapopan,PERIFERICO,JUAN PALOMAR Y ARIAS AV,COL LA CEIBA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,MAZDA,MAZDA,SEDAN,2015,,,,,,2375,2378,2500,10989,753,663957.6616,2291747.188,matched (3),,,,,,,
20,miercoles,marzo,10:01 A 12:00,zapopan,PERIFERICO,JUAN PALOMAR Y ARIAS AV,COL LA CEIBA,CHOQUE,SIN ELEMENTOS,TAXI,masculino,30 A 39,NISSAN,NISSAN,TSURU,1992,,,,,,2379,2382,2504,10993,754,663953.6452,2291752.406,matched (3),,,,,,,
22,viernes,marzo,20:01 A 22:00,zapopan,PERIFERICO,JUAN PALOMAR Y ARIAS AV,COL LA CEIBA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,MAZDA,MAZDA,MAZDA 3,2018,,,,,,2623,2630,2740,11229,755,663948.4221,2291745.784,matched (3),,,,,,,
22,viernes,marzo,12:01 A 14:00,zapopan,PERIFERICO,JUAN PALOMAR Y ARIAS AV,COL LA CEIBA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,femenino,30 A 39,NISSAN,NISSAN,PICKUP,1994,,,,,,2675,2683,2793,11282,756,663947.1386,2291741.829,matched (3),,,,,,,
30,sabado,marzo,20:01 A 22:00,zapopan,PERIFERICO,JUAN PALOMAR Y ARIAS AV,COL LA CEIBA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,CHEVROLET,CHEVROLET,CHASIS,1999,,,,,,3898,3908,4013,12502,757,663958.9961,2291745.887,matched (3),,,,,,,
14,jueves,marzo,10:01 A 12:00,zapopan,DR ANGEL LEAÑO AV,FEDERALISTAS AV COL JARDINES DEL VALLE,COL LA CIMA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,NISSAN,NISSAN,VERSA,2015,,,,,,1636,1633,1772,10261,758,664961.2154,2295771.196,matched (3),,,,,,,
31,domingo,marzo,12:01 A 14:00,zapopan,FEDERALISTAS JALISCIENSES CALZ,LA CIMA AV,COL LA CIMA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,40 A 49,FORD,FORD,CAJA,1998,,,,,,3938,3948,4051,12540,759,665349.3412,2295679.095,matched (3),,,,,,,
13,lunes,mayo,08:01 A 10:00,zapopan,DR ANGEL LEAÑO AV,FEDERALISTAS AV COL JARDINES DEL VALLE,COL LA CIMA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,20 A 29,VW,VOLKSWAGEN,JETTA,2018,,2,,,,1527,1536,1650,18065,760,664961.1639,2295776.451,matched (3),,,,,,,
2,sabado,febrero,12:01 A 14:00,zapopan,PIOTR TCHAIKOVSKI AV,FELIX MENDELHSON,COL LA ESTANCIA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,30 A 39,NISSAN,NISSAN,XTRAIL,2016,,2,,,,,345,504,4520,761,662954.524,2286388.135,matched (3),,,,,,,
24,domingo,marzo,00:01 A 02:00,zapopan,PATRIA AV,LUDWIG VAN BEETHOVEN,COL LA ESTANCIA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,G. MOTORS,GENERAL MOTORS,TORNADO,2011,,,,,,2921,2931,3037,11526,762,664111.7204,2286300.739,matched (3),,,,,,,
26,martes,marzo,08:01 A 10:00,zapopan,CLAUDE DEBUSSY,RAFAEL SANZIO,COL LA ESTANCIA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,20 A 29,HONDA,HONDA,SEDAN,2011,,,,,,3278,3288,3393,11882,763,663518.994,2286950.285,matched (3),,,,,,,
13,lunes,mayo,16:01 A 18:00,zapopan,JUAN SEBASTIAN BACH,RAFAEL SANZIO,COL LA ESTANCIA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,50 A 59,FORD,FORD,TOPAZ,1990,,1,,,,1632,1642,1756,18171,764,663503.2367,2286870.605,matched (3),,,,,,,
21,martes,mayo,10:01 A 12:00,zapopan,PATRIA AV,LUDWIG VAN BEETHOVEN,COL LA ESTANCIA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,N.D,20 A 29,RENAULT,RENAULT,DUSTER,1990,,2,,,,2495,2489,2584,19000,765,664109.7307,2286301.377,matched (3),,,,,,,
24,viernes,mayo,02:01 A 04:00,zapopan,PATRIA AV,HECTOR BERLIOZ,COL LA ESTANCIA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,GENERAL MOTORS BUICK,GENERAL MOTORS,REGAL LTD,1996,,1,,,,2960,2934,3025,19441,766,664188.9383,2286519.046,matched (3),,,,,,,
10,domingo,febrero,16:01 A 18:00,zapopan,LOPEZ MATEOS AV,LA GIRALDA AV,COL LA GIRALDA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,M. BENZ,MERCEDES-BENZ,MAZDA 3,2015,,2,,,,,1441,1596,5612,767,665927.6117,2283568.181,matched (3),,,,,,,
27,miercoles,marzo,06:01 A 08:00,zapopan,CONCHITA AV,LOPEZ MATEOS AV,COL LA GIRALDA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,FORD,FORD,TOPAZ,1986,,,,,,3334,3344,3453,11942,768,665751.9576,2283273.263,matched (3),,,,,,,
5,domingo,mayo,04:01 A 06:00,zapopan,LA GIRALDA AV,LOPEZ MATEOS AV,COL LA GIRALDA,CONTRA OBJETO FIJO,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,NISSAN,NISSAN,VERSA,2018,,2,,,,512,519,639,17054,769,665926.3537,2283561.595,matched (3),,,,,,,
8,miercoles,mayo,08:01 A 10:00,zapopan,CONCHITA AV,LOPEZ MATEOS AV,COL LA GIRALDA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,CHRYSLER,CHRYSLER,NEON,1999,,1,,,,860,863,979,17394,770,665758.5826,2283272.013,matched (3),,,,,,,
12,sabado,enero,18:01 A 20:00,zapopan,CARPINTEROS,SABINOS,COL LA JUNTA DE LOS OCOTES,CHOQUE,SIN ELEMENTOS,TRANSPORTE PUBLICO,masculino,20 A 29,MERCEDES BENZ,MERCEDES-BENZ,MIDIBUS,2000,,2,,,,1162,1170,1326,1324,771,670598.1813,2296190.019,matched (3),,,,,,,
16,sabado,marzo,14:01 A 16:00,zapopan,PERIFERICO,PALOMA,COL LA LOMA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,CHEVROLET,CHEVROLET,CHEVY,2001,,,,,,1883,1882,2021,10510,772,672331.8994,2292851.792,matched (3),,,,,,,
17,jueves,enero,06:01 A 08:00,zapopan,PERIFERICO,FEDERALISMO CALZ,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,TRANSPORTE PUBLICO,femenino,40 A 49,M. BENZ,MERCEDES-BENZ,AUTOBUS,2015,,2,,,,1671,1682,1834,1832,773,671568.6878,2293290.793,matched (3),,,,,,,
25,viernes,enero,22:01 A 24:00,zapopan,PERIFERICO,FEDERALISMO CALZ,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,SIN DATOS,N.D,N.D,SIN DATOSS,N.D.,SIN DATOS,N.D.,,2,,,,2878,2896,3028,3026,774,671567.4196,2293285.524,matched (3),,,,,,,
31,jueves,enero,10:01 A 12:00,zapopan,PERIFERICO,FEDERALISMO CALZ,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,MOTOCICLETA,masculino,20 A 29,YAMAHA,YAMAHA,MOTO,2016,,2,,,,3646,3663,3779,3777,775,671576.6178,2293290.874,matched (3),,,,,,,
9,sabado,febrero,04:01 A 06:00,zapopan,FEDERALISMO CALZ,OBREROS DE CANANEA,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,NISSAN,NISSAN,VERSA,2017,,2,,,,,1243,1397,5413,776,671464.8009,2292978.299,matched (3),,,,,,,
11,lunes,febrero,16:01 A 18:00,zapopan,PERIFERICO,GRAL MANUEL GONZALEZ,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,TRANSPORTE PUBLICO,masculino,20 A 29,MERCEDES,MERCEDES-BENZ,MIDIBUS,1999,N.D.,1,,,,,1589,1741,5757,777,670931.4696,2293431.49,matched (3),,,,,,,
18,lunes,febrero,18:01 A 20:00,zapopan,PERIFERICO,FEDERALISMO CALZ,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,50 A 59,VW,VOLKSWAGEN,GOL,2017,,2,,,,,2679,2833,6849,778,671619.6074,2293222.98,matched (3),,,,,,,
18,lunes,febrero,08:01 A 10:00,zapopan,PERIFERICO,FEDERALISMO CALZ,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,TRANSPORTE PUBLICO,masculino,40 A 49,DINA,CAMION,CAMION,2013,,2,,,,,2693,2847,6863,779,671608.4853,2293276.743,matched (3),,,,,,,
20,miercoles,febrero,06:01 A 08:00,zapopan,FEDERALISMO CALZ,OBREROS DE CANANEA,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,V.W.,VOLKSWAGEN,SEDAN,1988,,2,,,,,3006,3155,7171,780,671464.7474,2292983.555,matched (3),,,,,,,
20,miercoles,febrero,10:01 A 12:00,zapopan,PERIFERICO,ENRIQUE DIAZ DE LEON,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,20 A 29,HONDA,HONDA,HRV,2018,,2,,,,,3014,3163,7179,781,669167.2778,2293918.267,matched (3),,,,,,,
20,miercoles,febrero,10:01 A 12:00,zapopan,FEDERALISMO CALZ,OBREROS DE CANANEA,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,RENAULT,RENAULT,CLIO,2004,,2,,,,,3022,3171,7187,782,671465.4417,2292980.277,matched (3),,,,,,,
27,miercoles,febrero,00:01 A 02:00,zapopan,PERIFERICO,ENRIQUE DIAZ DE LEON,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,N.D,N.D,JEEP,JEEP,CHEEROKEE,1999,,2,,,,,3959,4097,8113,783,669169.2536,2293918.944,matched (3),,,,,,,
2,sabado,marzo,12:01 A 14:00,zapopan,PERIFERICO,ENRIQUE DIAZ DE LEON,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,30 A 39,CHRYSLER,CHRYSLER,DAKOTA,2008,,N.D.,,,herido,136,137,294,8783,784,669161.324,2293918.865,matched (3),,,,,,,
7,jueves,marzo,06:01 A 08:00,zapopan,PERIFERICO,ENRIQUE DIAZ DE LEON,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,FCA,FIAT CHRYSLER,ATTITUDE,2017,,,,,,804,800,948,9437,785,669171.9233,2293916.343,matched (3),,,,,,,
7,jueves,marzo,02:01 A 04:00,zapopan,PERIFERICO,FEDERALISMO CALZ,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,40 A 49,VALIANT,CHRYSLER,ACAPULCO,1966,,,,,,898,894,1042,9531,786,671557.875,2293249.29,matched (3),,,,,,,
8,viernes,marzo,02:01 A 04:00,zapopan,PERIFERICO,FEDERALISMO CALZ,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,GM,GENERAL MOTORS,CHEVY,2012,,,,,,918,914,1062,9551,787,671563.2152,2293244.088,matched (3),,,,,,,
14,jueves,marzo,18:01 A 20:00,zapopan,PERIFERICO,FEDERALISMO CALZ,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,TRANSPORTE PUBLICO,masculino,20 A 29,M. BENZ,MERCEDES-BENZ,AUTOBUS,2009,,,,,,1735,1733,1872,10361,788,671552.5883,2293249.236,matched (3),,,,,,,
16,sabado,marzo,08:01 A 10:00,zapopan,FEDERALISMO CALZ,OBREROS DE CANANEA,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,TRANSPORTE PUBLICO,masculino,20 A 29,DAIMLER CHRYSLER,CAMION,CONTROL DELANTERO,2009,,,,,,1940,1939,2071,10560,789,671462.7849,2292981.564,matched (3),,,,,,,
11,sabado,mayo,18:01 A 20:00,zapopan,FEDERALISMO CALZ,OBREROS DE CANANEA,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,40 A 49,TOYOTA,TOYOTA,RAV4,2009,,2,,,,1380,1386,1502,17917,790,671465.4283,2292981.59,matched (3),,,,,,,
13,lunes,mayo,18:01 A 20:00,zapopan,JOSE ANTONIO TORRES,OBREROS DE CANANEA,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,TAXI,masculino,60 A 69,NISSAN,NISSAN,TSURU,2015,,2,,,,1568,1577,1691,18106,791,671072.337,2293031.473,matched (3),,,,,,,
16,jueves,mayo,06:01 A 08:00,zapopan,PERIFERICO,FEDERALISMO CALZ,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,DODGE,DODGE,RAM,2017,,2,,,,1922,1920,2023,18439,792,671605.2011,2293274.739,matched (3),,,,,,,
17,viernes,mayo,16:01 A 18:00,zapopan,PERIFERICO,JUAN DEL CARMEN,COL LA PALMITA,CONTRA OBJETO FIJO,SIN ELEMENTOS,TRANSPORTE PUBLICO,N.D,20 A 29,MERCEDES,MERCEDES-BENZ,CONTROL,2011,N.D.,2,,,,2000,1997,2100,18516,793,671138.9302,2293372.493,matched (3),,,,,,,
18,sabado,mayo,12:01 A 14:00,zapopan,FEDERALISMO CALZ,OBREROS DE CANANEA,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,MOTOCICLETA,masculino,10 A 19,YAMAHA,YAMAHA,MOTICICLETA,1994,,1,,,,2118,2114,2209,18625,794,671465.4283,2292981.59,matched (3),,,,,,,
19,domingo,mayo,18:01 A 20:00,zapopan,PERIFERICO,FEDERALISMO CALZ,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,40 A 49,NISSAN,NISSAN,TSURU,2004,,2,,,,2360,2357,2452,18868,795,671573.3471,2293287.555,matched (3),,,,,,,
30,jueves,mayo,14:01 A 16:00,zapopan,ENRIQUE DIAZ DE LEON,OBREROS DE CANANEA,COL LA PALMITA,CHOQUE,SIN ELEMENTOS,MOTOCICLETA,N.D,20 A 29,ITALIKA,ITALIKA,125 CC,2018,,2,,,,3885,3853,3943,20358,796,668999.9772,2293269.431,matched (3),,,,,,,
15,viernes,febrero,08:01 A 10:00,zapopan,INGLATERRA AV,PATRIA AV,COL LA PATRIA UNIVERSIDAD,CHOQUE,SIN ELEMENTOS,TRANSPORTE PUBLICO,masculino,50 A 59,MAZA,MAZDA,TROLEBUS,1984,N.D.,2,,,,,2304,2457,6473,797,664466.3348,2287838.858,matched (3),,,,,,,
20,miercoles,febrero,16:01 A 18:00,zapopan,BOSQUES DE SAN ISIDRO BLV,BOSQUE DE LOS CEDROS AV,COL LA PRADERA RESIDENCIAL,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,femenino,20 A 29,JEEP,JEEP,CHEROKEE,1990,,2,,,,,3108,3253,7269,798,668669.8794,2298179.296,matched (3),,,,,,,
4,lunes,marzo,10:01 A 12:00,zapopan,DEL COLLI AV,PLAYA DE HORNOS,COL LA PRIMAVERA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,femenino,40 A 49,FORD,FORD,WINDSTAR,1998,,,,,,438,433,588,9077,799,663437.3212,2283839.77,matched (3),,,,,,,
6,domingo,enero,08:01 A 10:00,zapopan,PASEO DE LA TOSCANA,SANTA MARGARITA,COL LA TOSCANA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,MERCEDES BENZ,MERCEDES-BENZ,CLA250,2019,,2,,,,514,517,693,691,800,663105.2395,2293025.402,matched (3),,,,,,,
1,viernes,marzo,18:01 A 20:00,zapopan,PASEO DE LA TOSCANA,PASEO VALLE REAL BLV,COL LA TOSCANA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,MAZDA,MAZDA,PICK UP,1994,,,,,,25,25,183,8672,801,662860.8588,2292052.602,matched (3),,,,,,,
12,martes,marzo,10:01 A 12:00,zapopan,PASEO DE LA TOSCANA,PASEO VALLE REAL BLV,COL LA TOSCANA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,BMW,BMW,MS550I,2019,,,,,,1380,1380,1524,10013,802,662859.5307,2292053.247,matched (3),,,,,,,
22,viernes,marzo,16:01 A 18:00,zapopan,PASEO DE LA TOSCANA,SANTA MARGARITA,COL LA TOSCANA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,20 A 29,BMW,BMW,MINI,2013,,,,,,2741,2749,2859,11348,803,663088.7443,2293022.614,matched (3),,,,,,,
29,viernes,marzo,22:01 A 24:00,zapopan,PASEO DE LA TOSCANA,SANTA MARGARITA,COL LA TOSCANA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,CHEVROLET,CHEVROLET,SEDAN,1984,,,,,,3741,3750,3857,12346,804,663115.1519,2293025.498,matched (3),,,,,,,
14,martes,mayo,20:01 A 22:00,zapopan,PASEO DE LA TOSCANA,SANTA MARGARITA,COL LA TOSCANA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,40 A 49,DODGE,DODGE,DART,1985,,1,,,,1666,1674,1788,18203,805,663086.1519,2293017.333,matched (3),,,,,,,
9,miercoles,enero,12:01 A 14:00,zapopan,TESISTAN AV,COLONIA LA TUZANIA,COL LA TUZANIA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,V. W,VOLKSWAGEN,GOLF,1990,,2,,,,793,798,967,965,806,,,master only (1),,,,,,,
7,jueves,marzo,12:01 A 14:00,zapopan,SANTA MARGARITA,COLONIA LA TUZANIA,COL LA TUZANIA,CONTRA OBJETO FIJO,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,CHEVROLET,CHEVROLET,SPARK,2017,,,,,,810,806,954,9443,807,663371.3992,2293043.749,matched (3),,,,,,,
13,miercoles,marzo,14:01 A 16:00,zapopan,DE LAS PALMERAS AV,CHIRIMOYA COL TUZANIA,COL LA TUZANIA,CHOQUE,SIN ELEMENTOS,TRANSPORTE PUBLICO,N.D,N.D,DINA,CAMION,RONNER,2019,,,,,,1412,1407,1550,10039,808,664971.1653,2293541.58,matched (3),,,,,,,
17,domingo,marzo,12:01 A 14:00,zapopan,PERIFERICO,TUZANIA AV,COL LA TUZANIA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,50 A 59,HONDA,HONDA,ACCORD,2008,,,,,,2083,2085,2213,10702,809,665581.3753,2293451.644,matched (3),,,,,,,
4,sabado,mayo,00:01 A 02:00,zapopan,ARRAYANES,SANTA MARGARITA,COL LA TUZANIA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,NISSAN,NISSAN,TSURU,1998,,2,,,,401,408,528,16943,810,665719.3568,2293230.931,matched (3),,,,,,,
18,viernes,enero,20:01 A 22:00,zapopan,DE LAS PALMERAS AV,SANTA MARGARITA,COL LA TUZANIA EJIDAL,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,30 A 39,DODGE,DODGE,CUSTOM,1998,,1,,,,1938,1949,2097,2095,811,664928.3081,2293160.096,matched (3),,,,,,,
