dia,week_day,mes,Horacerr,mun,calle,cruce,Colonia,tipo_acc,causa,tipo_auto,sexo,edad,marca_mal,marca_bien,submarca,modelo,ruta,cinturon,alcohol,monto,herido,Consec,conse_g,conse_m,conse_sem,Id,x,y,_merge,lat,long,,,,,
25,sabado,mayo,02:01 A 04:00,zapopan,ACUEDUCTO AV ZAP,VALLE DE ATEMAJAC AV COL JARDINES DEL VALLE,COL RINCONADA DEL VALLE,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,40 A 49,NISSAN,NISSAN,SENTRA,2001,,1,,,,3185,3162,3252,19668,1382,663983.7487,2294232.461,matched (3),,,,,,,
11,lunes,febrero,16:01 A 18:00,zapopan,GUADALUPE AV,MISION DE SANTO TOMAS,COL RINCONADA GUADALUPE,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,GENERAL MOTORS,GENERAL MOTORS,,2003,,2,,,,,1612,1764,5780,1383,662248.2426,2285192.877,matched (3),,,,,,,
3,viernes,mayo,20:01 A 22:00,zapopan,LAURELES AV,DE LAS CARRETAS BLV,COL RINCONADA LOPEZ COTILLA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,N.D,N.D,FORD,FORD,PICK UP,1975,,2,,,,326,333,457,16872,1384,666605.2281,2293730.809,matched (3),,,,,,,
20,lunes,mayo,10:01 A 12:00,zapopan,DEL ESTRIBO BLV,PINO SUAREZ ZAP,COL RINCONADA LOPEZ COTILLA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,N.D,20 A 29,TOYOTA,TOYOTA,HILUX,2016,,2,,,,2444,2441,2536,18952,1385,667660.2415,2293160.151,matched (3),,,,,,,
1,viernes,febrero,04:01 A 06:00,zapopan,JOSE PARRES ARIAS,RINCONADA DE LOS CEDROS,COL RINCONADA SAN ISIDRO,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,FORD,FORD,FUSION,2006,,2,,,,,88,247,4263,1386,668897.7512,2295226.121,matched (3),,,,,,,
13,miercoles,marzo,14:01 A 16:00,zapopan,PERIFERICO,CAMICHINES COL CIUDAD GRANJA,COL RINCONADA VALLARTA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,femenino,20 A 29,BMW,BMW,X4,2019,,,,,,1603,1598,1737,10226,1387,660864.558,2288770.52,matched (3),,,,,,,
19,martes,febrero,10:01 A 12:00,zapopan,JUAN PALOMAR Y ARIAS AV,UNIVERSIDAD AV,COL ROYAL COUNTRY,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,femenino,50 A 59,TOYOTA,TOYOTA,SIENNA,2014,,2,,,herido,,2811,2960,6976,1388,663847.8884,2290207.746,matched (3),,,,,,,
16,jueves,mayo,10:01 A 12:00,zapopan,JUAN PALOMAR Y ARIAS AV,PASEO ROYAL COUNTRY BLV,COL ROYAL COUNTRY,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,20 A 29,TOYOTA,TOYOTA,MATRIX,2009,,2,,,,1892,1890,1997,18413,1389,663880.1242,2290629.019,matched (3),,,,,,,
19,domingo,mayo,14:01 A 16:00,zapopan,JUAN PALOMAR Y ARIAS AV,UNIVERSIDAD AV,COL ROYAL COUNTRY,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,CHEVROLET,CHEVROLET,CHEVY,1998,,1,,,,2331,2328,2423,18839,1390,663844.7679,2290178.373,matched (3),,,,,,,
24,viernes,mayo,06:01 A 08:00,zapopan,JUAN PALOMAR Y ARIAS AV,UNIVERSIDAD AV,COL ROYAL COUNTRY,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,30 A 39,FORD,FORD,RANGER,1994,,2,,,,3002,2976,3067,19483,1391,663858.3677,2290180.762,matched (3),,,,,,,
24,viernes,mayo,18:01 A 20:00,zapopan,JUAN PALOMAR Y ARIAS AV,UNIVERSIDAD AV,COL ROYAL COUNTRY,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,V.W.,VOLKSWAGEN,JETTA,1999,,1,,,,3157,3134,3221,19637,1392,663855.8508,2290206.131,matched (3),,,,,,,
12,martes,febrero,08:01 A 10:00,zapopan,NIÑOS HEROES COL SAN AGUSTIN,RAMON CORONA COL SAN AGUSTIN,COL SAN AGUSTIN,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,40 A 49,CHRYSLER,CHRYSLER,PICK UP,2008,,2,,,,,1692,1844,5860,1393,,,master only (1),,,,,,,
23,miercoles,enero,22:01 A 24:00,zapopan,ACUEDUCTO AV ZAP,PATRIA AV,COL SAN BERNARDO,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,N.D,N.D,TOYOTA,TOYOTA,PICKUP,1980,,2,,,,2494,2510,2642,2640,1394,665926.5565,2290826.067,matched (3),,,,,,,
23,miercoles,enero,14:01 A 16:00,zapopan,ACUEDUCTO AV ZAP,PATRIA AV,COL SAN BERNARDO,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,40 A 49,FORD,FORD,F-350,2008,,2,,,,2551,2567,2699,2697,1395,665886.691,2290810.721,matched (3),,,,,,,
26,sabado,enero,06:01 A 08:00,zapopan,ACUEDUCTO AV ZAP,PATRIA AV,COL SAN BERNARDO,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,50 A 59,FORD,FORD,EXPLORER,1999,,1,,,,2923,2942,3074,3072,1396,665865.7495,2290891.208,matched (3),,,,,,,
26,sabado,enero,08:01 A 10:00,zapopan,ACUEDUCTO AV ZAP,PATRIA AV,COL SAN BERNARDO,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,DODGE,DODGE,PICK-UP,1974,,2,,,,2930,2949,3081,3079,1397,665843.9035,2290861.65,matched (3),,,,,,,
29,martes,enero,14:01 A 16:00,zapopan,ACUEDUCTO AV ZAP,PATRIA AV,COL SAN BERNARDO,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,30 A 39,CHEVROLET,CHEVROLET,VENTURE,2000,,1,,,,3359,3376,3504,3502,1398,665875.7066,2290888.766,matched (3),,,,,,,
3,domingo,febrero,06:01 A 08:00,zapopan,PATRIA AV,SAN FLORENCIO,COL SAN BERNARDO,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,BMW,BMW,SEDAN,1990,,2,,,,,413,574,4590,1399,665287.677,2290453.291,matched (3),,,,,,,
9,sabado,febrero,16:01 A 18:00,zapopan,PATRIA AV,SAN FLORENCIO,COL SAN BERNARDO,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,FORA,FORD,F.150,1987,,2,,,,,1295,1449,5465,1400,665285.6396,2290450.892,matched (3),,,,,,,
24,domingo,febrero,12:01 A 14:00,zapopan,FRAY JUAN CALERO,FRAY TORIBIO DE MOTOLINIA,COL SAN FRANCISCO,CHOQUE,SIN ELEMENTOS,TRANSPORTE PUBLICO,N.D,N.D,MERCEDES,MERCEDES-BENZ,,2016,,2,,,,,3586,3730,7746,1401,666511.5133,2292620.805,matched (3),,,,,,,
3,viernes,mayo,18:01 A 20:00,zapopan,TESISTAN AV,FRAY BERNARDO COUSSIN,COL SAN FRANCISCO,CHOQUE,SIN ELEMENTOS,TRAILER,masculino,20 A 29,KENWORTH,KENWORTH,TRACTOR,1973,,2,,,,373,380,500,16915,1402,666438.4007,2292930.204,matched (3),,,,,,,
20,miercoles,marzo,08:01 A 10:00,zapopan,JESUS GARCIA ZAP,SAN FRANCISCO ZAP,COL SAN FRANCISCO TESISTAN,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,N.D,N.D,TOYOTA,TOYOTA,RAV4,N.D.,,,,,,2468,2471,2593,11082,1403,658660.6288,2300680.946,matched (3),,,,,,,
12,sabado,enero,08:01 A 10:00,zapopan,EJIDO  COL SAN ISIDRO EJIDAL,LIBERTAD ZAP,COL SAN ISIDRO EJIDAL,CHOQUE,SIN ELEMENTOS,TRANSPORTE PUBLICO,masculino,30 A 39,NAVISTAR,CAMION,CHASIS,2008,,2,,,,1132,1140,1296,1294,1404,666702.1051,2292796.148,matched (3),,,,,,,
24,jueves,enero,08:01 A 10:00,zapopan,LAURELES AV,EMILIO CARRANZA ZAP,COL SAN ISIDRO EJIDAL,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,V. W.,VOLKSWAGEN,POINTER,2001,,1,,,,2617,2633,2765,2763,1405,666975.4965,2293419.085,matched (3),,,,,,,
21,jueves,febrero,10:01 A 12:00,zapopan,EMILIO CARRANZA ZAP,SABINO DELGADO,COL SAN ISIDRO EJIDAL,CONTRA OBJETO FIJO,SIN ELEMENTOS,SIN DATOS,N.D,N.D,SIN DATOS,N.D.,SIN DATOS,N.D.,,N.D.,,,,,3157,3303,7319,1406,666913.124,2293043.966,matched (3),,,,,,,
21,jueves,febrero,10:01 A 12:00,zapopan,EMILIO CARRANZA ZAP,SABINO DELGADO,COL SAN ISIDRO EJIDAL,CHOQUE,SIN ELEMENTOS,TAXI,masculino,40 A 49,NISSAN,NISSAN,TSURU,1994,N.D.,1,,,,,3201,3347,7363,1407,666914.4652,2293042.008,matched (3),,,,,,,
27,miercoles,febrero,14:01 A 16:00,zapopan,LAURELES AV,REFORMA COL SAN ISIDRO EJIDAL,COL SAN ISIDRO EJIDAL,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,DODGE,DODGE,DART,1982,,1,,,,,3997,4135,8151,1408,,,master only (1),,,,,,,
28,jueves,febrero,14:01 A 16:00,zapopan,EMILIO CARRANZA ZAP,LUCIO BLANCO COL SAN ISIDRO EJIDAL,COL SAN ISIDRO EJIDAL,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,FCA,FIAT CHRYSLER,,1999,,2,,,,,4047,4179,8195,1409,666930.3132,2293136.776,matched (3),,,,,,,
5,martes,marzo,08:01 A 10:00,zapopan,LAURELES AV,LAZARO CARDENAS COL SAN ISIDRO EJIDAL,COL SAN ISIDRO EJIDAL,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,MAZDA,MAZDA,SEDAN,2014,,,,,,481,475,630,9119,1410,666366.1757,2293872.695,matched (3),,,,,,,
24,domingo,marzo,06:01 A 08:00,zapopan,LAURELES AV,LAZARO CARDENAS COL SAN ISIDRO EJIDAL,COL SAN ISIDRO EJIDAL,CONTRA OBJETO FIJO,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,NISSAN ,NISSAN ,PLATINA,2006,,,,,,2957,2966,3072,11561,1411,666364.6791,2293877.016,matched (3),,,,,,,
29,martes,enero,16:01 A 18:00,zapopan,RIO BLANCO AV,PASEO DE LAS PALMAS,COL SAN ISIDRO RESIDENCIAL,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,CHRYSLER,CHRYSLER,SPIRIT,1991,,2,,,,3343,3360,3488,3486,1412,668051.6644,2295870.948,matched (3),,,,,,,
11,lunes,marzo,08:01 A 10:00,zapopan,INDUSTRIA TEXTIL AV,RIO BLANCO AV,COL SAN ISIDRO RESIDENCIAL,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,50 A 59,CHEVROLET,CHEVROLET,PICK-UP,1990,,,,,,1259,1259,1404,9893,1413,667806.5357,2296106.962,matched (3),,,,,,,
5,sabado,enero,10:01 A 12:00,zapopan,BASE AEREA MILITAR AV,SANTA MARGARITA,COL SAN JORGE,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,30 A 39,NISSAN,NISSAN,TSURU,2001,,2,,,,411,413,589,587,1414,661237.0622,2293169.505,matched (3),,,,,,,
19,sabado,enero,14:01 A 16:00,zapopan,BASE AEREA MILITAR AV,PASEO SAN ARTURO AV,COL SAN JORGE,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,femenino,50 A 59,HONAS,HONDA,ODYSEY,2011,,2,,,,2048,2059,2200,2198,1415,660904.7826,2291957.207,matched (3),,,,,,,
21,lunes,enero,14:01 A 16:00,zapopan,BASE AEREA MILITAR AV,SANTA MARGARITA,COL SAN JORGE,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,50 A 59,KIA,KIA,SORENTO,2016,,2,,,,2302,2317,2449,2447,1416,661236.356,2293167.331,matched (3),,,,,,,
23,miercoles,enero,16:01 A 18:00,zapopan,BASE AEREA MILITAR AV,SANTA MARGARITA,COL SAN JORGE,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,20 A 29,GM,GENERAL MOTORS,CORSA,2006,,2,,,,2538,2554,2686,2684,1417,661234.9576,2293161.536,matched (3),,,,,,,
29,martes,enero,00:01 A 02:00,zapopan,BASE AEREA MILITAR AV,SANTA MARGARITA,COL SAN JORGE,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,NISSAN,NISSAN,SENTRA,2017,,1,,,,3238,3255,3383,3381,1418,661233.4761,2293164.412,matched (3),,,,,,,
15,viernes,febrero,10:01 A 12:00,zapopan,BASE AEREA MILITAR AV,PASEO SAN ARTURO AV,COL SAN JORGE,CHOQUE,SIN ELEMENTOS,CAMION DE CARGA,masculino,40 A 49,international,INTERNATIONAL,CAJA SECA,2015,,2,,,,,2206,2357,6373,1419,660906.2227,2291958.667,matched (3),,,,,,,
4,lunes,marzo,14:01 A 16:00,zapopan,BASE AEREA MILITAR AV,SANTA MARGARITA,COL SAN JORGE,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,20 A 29,BMW,BMW,2201A,2016,,,,,,419,414,569,9058,1420,661237.1106,2293164.447,matched (3),,,,,,,
4,lunes,marzo,18:01 A 20:00,zapopan,BASE AEREA MILITAR AV,SANTA MARGARITA,COL SAN JORGE,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,40 A 49,NISSAN,NISSAN,PICK UP ,2009,,,,,,458,454,609,9098,1421,661227.6195,2293168.692,matched (3),,,,,,,
20,miercoles,marzo,14:01 A 16:00,zapopan,BASE AEREA MILITAR AV,SANTA MARGARITA,COL SAN JORGE,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,NISSAN,NISSAN,MARCH,2017,,,,,,2449,2452,2574,11063,1422,661228.3671,2293166.531,matched (3),,,,,,,
12,domingo,mayo,22:01 A 24:00,zapopan,BASE AEREA MILITAR AV,PASEO SAN ARTURO AV,COL SAN JORGE,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,40 A 49,CHRYSLER,CHRYSLER,CHEROKE,1997,,2,,,,1516,1523,1637,18052,1423,660905.5371,2291954.324,matched (3),,,,,,,
24,viernes,mayo,20:01 A 22:00,zapopan,BASE AEREA MILITAR AV,SANTA MARGARITA,COL SAN JORGE,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,20 A 29,NISSAN,NISSAN,VERSA,2018,,2,,,,3109,3085,3172,19588,1424,661234.8884,2293168.762,matched (3),,,,,,,
20,miercoles,marzo,14:01 A 16:00,zapopan,TESISTAN AV,ACERO,COL SAN JOSE DEL BAJIO,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,20 A 29,JEEP,JEEP,GRAND CHEROKEE,2004,,,,,,2338,2339,2461,10950,1425,666276.2838,2293110.796,matched (3),,,,,,,
3,jueves,enero,08:01 A 10:00,zapopan,BASE AEREA MILITAR AV,FRENTE AL 2197 OCOTAN,COL SAN JUAN DE OCOTAN,CONTRA OBJETO FIJO,SIN ELEMENTOS,SIN DATOS,N.D,N.D,SIN DATOS,N.D.,SIN DATOS,N.D.,,N.D.,,,,184,186,362,360,1426,661972.5613,2294927.583,matched (3),,,,,,,
7,lunes,enero,08:01 A 10:00,zapopan,BASE AEREA MILITAR AV,EMILIANO ZAPATA OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,CHEVROLET,CHEVROLET,CHEVY,1997,,1,,,,573,576,752,750,1427,662347.1971,2296329.426,matched (3),,,,,,,
11,viernes,enero,08:01 A 10:00,zapopan,BASE AEREA MILITAR AV,5 DE MAYO OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,femenino,30 A 39,FORD,FORD,,1996,,2,,,,995,1002,1167,1165,1428,660687.094,2291150.69,matched (3),,,,,,,
11,viernes,enero,10:01 A 12:00,zapopan,BASE AEREA MILITAR AV,EMILIANO ZAPATA OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,MOTOCICLETA,N.D,N.D,HONDA,HONDA,MOTO,1990,,2,,,,1010,1017,1182,1180,1429,662344.7824,2296328.188,matched (3),,,,,,,
11,viernes,enero,14:01 A 16:00,zapopan,BASE AEREA MILITAR AV,5 DE MAYO OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,MOTOCICLETA,masculino,30 A 39,HONDA,HONDA,MOTO,2015,,1,,,,1020,1027,1192,1190,1430,660686.2049,2291148.205,matched (3),,,,,,,
21,lunes,enero,10:01 A 12:00,zapopan,PERIFERICO,5 DE MAYO OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,SIN DATOS,N.D,N.D,SIN DATOS,N.D.,SIN DATOS,N.D.,,2,,,,2242,2256,2388,2386,1431,662351.4489,2290857.477,matched (3),,,,,,,
22,martes,enero,08:01 A 10:00,zapopan,PERIFERICO,5 DE MAYO OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,VOLVO AUTO,VOLVO,VOLVO,2017,,2,,,,2457,2473,2605,2603,1432,662319.467,2290844.68,matched (3),,,,,,,
25,viernes,enero,08:01 A 10:00,zapopan,BASE AEREA MILITAR AV,5 DE MAYO OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,HYUNDAI,HYUNDAI,SEDAN,2017,,2,,,,2802,2819,2951,2949,1433,660677.8042,2291150.901,matched (3),,,,,,,
4,lunes,febrero,22:01 A 24:00,zapopan,BASE AEREA MILITAR AV,OCAMPO COL OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,NISSAN,NISSAN,TSURU,2000,,2,,,,,459,620,4636,1434,660554.0218,2290664.037,matched (3),,,,,,,
10,domingo,febrero,00:01 A 02:00,zapopan,PERIFERICO,OCAMPO OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,30 A 39,CHRYSLER,CHRYSLER,VOYAGER,1998,,2,,,,,1400,1555,5571,1435,661835.5084,2290511.145,matched (3),,,,,,,
19,martes,febrero,22:01 A 24:00,zapopan,BASE AEREA MILITAR AV,RAMON CORONA OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,TOYOTA,TOYOTA,YARIS,2018,,2,,,,,2819,2968,6984,1436,661221.0084,2293159.42,matched (3),,,,,,,
21,jueves,febrero,10:01 A 12:00,zapopan,BASE AEREA MILITAR AV,RAMON CORONA OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,NISSAN,NISSAN,CAMIONETA,1987,,2,,,,,3193,3339,7355,1437,661222.3112,2293166.95,matched (3),,,,,,,
21,jueves,febrero,12:01 A 14:00,zapopan,BASE AEREA MILITAR AV,5 DE MAYO OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,NISSAN,NISSAN,VERSA,N.D.,,N.D.,,,,,3262,3408,7424,1438,660688.1254,2291152.51,matched (3),,,,,,,
23,sabado,febrero,14:01 A 16:00,zapopan,BASE AEREA MILITAR AV,5 DE MAYO OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,KIA MOTORS,KIA,FORTE,2018,,2,,,,,3449,3594,7610,1439,660684.6947,2291151.794,matched (3),,,,,,,
27,miercoles,febrero,20:01 A 22:00,zapopan,BASE AEREA MILITAR AV,5 DE MAYO OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,NISSAN,NISSAN,VERSA,2017,,2,,,,,4006,4144,8160,1440,660680.5634,2291152.438,matched (3),,,,,,,
8,viernes,marzo,08:01 A 10:00,zapopan,PERIFERICO,5 DE MAYO OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,N.D,N.D,TOYOTA,TOYOTA,RAV 4,1990,,,,,,909,905,1053,9542,1441,662316.439,2290839.34,matched (3),,,,,,,
10,domingo,marzo,04:01 A 06:00,zapopan,PERIFERICO,5 DE MAYO OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,VW,VOLKSWAGEN,ATLANTIC,1985,,,,,,1174,1173,1321,9810,1442,662317.1002,2290842.08,matched (3),,,,,,,
13,miercoles,marzo,12:01 A 14:00,zapopan,BASE AEREA MILITAR AV,5 DE MAYO OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,MAZDA,MAZDA,MAZDA 3,2013,,,,,,1418,1413,1556,10045,1443,660675.7252,2291155.126,matched (3),,,,,,,
22,viernes,marzo,12:01 A 14:00,zapopan,PERIFERICO,5 DE MAYO OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,NISSAN,NISSAN,MARCH,2016,,,,,,2665,2673,2783,11272,1444,662354.0461,2290860.89,matched (3),,,,,,,
23,sabado,marzo,16:01 A 18:00,zapopan,5 DE MAYO OCOTAN,SENDA DE LAS PALMAS,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,MOTOCICLETA,masculino,20 A 29,HONDA,HONDA,MOTO,2014,,,,,,2917,2927,3033,11522,1445,661694.0138,2290968.353,matched (3),,,,,,,
24,domingo,marzo,10:01 A 12:00,zapopan,BASE AEREA MILITAR AV,5 DE MAYO OCOTAN,COL SAN JUAN DE OCOTAN,CONTRA OBJETO FIJO,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,20 A 29,HONDA,HONDA,CRV,2014,,,,,,2958,2967,3073,11562,1446,660686.0598,2291152.832,matched (3),,,,,,,
25,lunes,marzo,02:01 A 04:00,zapopan,BASE AEREA MILITAR AV,5 DE MAYO OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,TOYOTA,TOYOTA,HILUX,2017,,2,,,herido,3017,3026,3132,11621,1447,660673.6758,2291153.74,matched (3),,,,,,,
8,miercoles,mayo,06:01 A 08:00,zapopan,PERIFERICO,5 DE MAYO OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,N.D,20 A 29,NISSAN,NISSAN,NP300,2018,,2,,,,926,930,1046,17461,1448,662314.0296,2290839.658,matched (3),,,,,,,
10,viernes,mayo,16:01 A 18:00,zapopan,PERIFERICO,5 DE MAYO OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,TAXI,masculino,50 A 59,NISSAN,NISSAN,TSURU,1996,N.D.,1,,,,1181,1185,1301,17716,1449,662312.6612,2290838.962,matched (3),,,,,,,
28,martes,mayo,14:01 A 16:00,zapopan,PERIFERICO,COLONIA SAN JUAN DE OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,FORD,FORD,FIESTA,2012,,2,,,,3629,3597,3687,20103,1450,,,master only (1),,,,,,,
30,jueves,mayo,18:01 A 20:00,zapopan,BASE AEREA MILITAR AV,5 DE MAYO OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,V.W.,VOLKSWAGEN,ATLANTIC,1983,,2,,,,3751,3718,3808,20222,1451,660673.9838,2291157.502,matched (3),,,,,,,
30,jueves,mayo,08:01 A 10:00,zapopan,PERIFERICO,5 DE MAYO OCOTAN,COL SAN JUAN DE OCOTAN,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,NISSAN,NISSAN,NP300,1998,,2,,,,3797,3764,3854,20268,1452,662309.9047,2290839.618,matched (3),,,,,,,
9,sabado,febrero,18:01 A 20:00,zapopan,CARRETERA A MORELIA,COLONIA SAN JOSE DEL TAJO,COL SAN MARTIN DEL TAJO,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,DODGE,DODGE,RAM,1994,,1,,,,,1353,1507,5523,1453,,,master only (1),,,,,,,
28,lunes,enero,08:01 A 10:00,zapopan,DE LAS AMERICAS AV,EL MIXTON,COL SAN MIGUEL DE LA COLINA,CHOQUE,SIN ELEMENTOS,TRANSPORTE PUBLICO,masculino,30 A 39,MASA,MAZDA,URBANO,2000,N.D.,2,,,,3171,3190,3318,3316,1454,667832.8501,2291749.417,matched (3),,,,,,,
7,jueves,febrero,10:01 A 12:00,zapopan,DE LAS AMERICAS AV,EL MIXTON,COL SAN MIGUEL DE LA COLINA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,V.W.,VOLKSWAGEN,GOLF,1990,,2,,,,,934,1092,5108,1455,667834.2386,2291748.064,matched (3),,,,,,,
20,domingo,enero,12:01 A 14:00,zapopan,PATRIA AV,PASEO LOMA LARGA,COL SAN WENCESLAO,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,20 A 29,FIAT,FIAT,,2018,,2,,,,2132,2145,2284,2282,1456,665053.7209,2289239.401,matched (3),,,,,,,
6,domingo,enero,18:01 A 20:00,zapopan,VENUSTIANO CARRANZA SANTA ANA TEPETITLAN,VICENTE GUERRERO SANTA ANA TEPETITLAN,COL SANTA ANA TEPETITLAN,CHOQUE,SIN ELEMENTOS,MOTOCICLETA,masculino,30 A 39,MOTO TAXI,MOTO TAXI,BAJAJ 200CC,N.D.,,N.D.,,,,535,538,714,712,1457,661097.8284,2281090.788,matched (3),,,,,,,
8,miercoles,mayo,16:01 A 18:00,zapopan,PATRIA AV,EXPERIENCIA,COL SANTA ELENA ESTADIO,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,40 A 49,CHEVROLET,CHEVROLET,SPARK,2017,,2,,,,922,926,1042,17457,1458,672724.0048,2291473.462,matched (3),,,,,,,
24,jueves,enero,14:01 A 16:00,zapopan,EVA BRISEÑO,HERRERA Y CAIRO ZAP,COL SANTA FE,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,50 A 59,CHRYSLER,CHRYSLER,STRATUS,1998,,1,,,,2748,2765,2897,2895,1459,667359.8764,2291460.774,matched (3),,,,,,,
14,jueves,marzo,16:01 A 18:00,zapopan,PATRIA AV,CIRCUITO MADRIGAL,COL SANTA ISABEL,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,CHEVROLET,CHEVROLET,MATIZ,2013,,,,,,1632,1629,1768,10257,1460,665015.6776,2289821.715,matched (3),,,,,,,
